,Name,Text,Date,Likes
62,Surya Samachar,"""Self Confidence provides strength, 
and Power Imparts Knowledge.
Knowledge provides stability 
and stability leads to Victory"" - <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> 
<a href=""/hashtag/SuryaSamachar?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>SuryaSamachar</b></a> bows and pays it tribute to great leader on his Jayanti  <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/XxqViLCGYj"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/XxqViLCGYj</a>",19h,
63,"<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1f3.png')"" title=""Regional indicator symbol letter n"" aria-label=""Emoji: Regional indicator symbol letter n"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇳</span>ᴀᴛɪᴏɴᴀʟɪs 🅣","God in human form  the great warrior , Leader , ruler     <a href=""/hashtag/%E0%A4%B6%E0%A4%BF%E0%A4%B5%E0%A4%9C%E0%A4%AF%E0%A4%82%E0%A4%A4%E0%A5%80?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>शिवजयंती</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a>  <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/ShivJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivJayanti</b></a> <a href=""/hashtag/Maratha?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Maratha</b></a><a href=""https://t.co/DBY5MekcJT"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/DBY5MekcJT</a>",20h,
64,Tithee Banquets,"<a href=""/hashtag/TitheeBanquets?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>TitheeBanquets</b></a> wishes you a Happy Shivjayanti! <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/Shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Shivjayanti</b></a> <a href=""/hashtag/Maharashtra?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Maharashtra</b></a> <a href=""/hashtag/Kalamboli?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Kalamboli</b></a> <a href=""/hashtag/NaviMumbai?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>NaviMumbai</b></a><a href=""https://t.co/uPr8HrtKcs"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/uPr8HrtKcs</a>",22h,
65,Gitesh Gund,"Tribute to the Great Patriot, Brave Warrior and True Visionary, Founder of Indian Navy  <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>
<a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/patriotism?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>patriotism</b></a>
<a href=""/hashtag/Swaraj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Swaraj</b></a> <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/RgrKfKgN4A"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/RgrKfKgN4A</a>",22h,
66,Xtal Bikes,"A warrior for truth and justice, he is revered as an ideal ruler, devout patriot and is particularly respected by the poor and downtrodden. Jai Shivaji
<a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/C73xmisAir"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/C73xmisAir</a>",23h,
67,"Muley Sushilkumar S.<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","Feeling proud that, we belongs to a country where once <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> had ruled.
<a href=""/hashtag/ShivJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivJayanti</b></a>
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/TLDQ6fHqMp"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/TLDQ6fHqMp</a>",24h,
68,"IamMahiVira<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/270c.png')"" title=""Victory hand"" aria-label=""Emoji: Victory hand"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">✌</span><span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span><span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f499.png')"" title=""Blue heart"" aria-label=""Emoji: Blue heart"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">💙</span>","<a href=""/hashtag/%E0%A4%B6%E0%A4%BF%E0%A4%B5%E0%A4%BE%E0%A4%9C%E0%A5%80%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%9C?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>शिवाजीमहाराज</b></a> <a href=""/hashtag/%E0%A4%9C%E0%A4%AF%E0%A4%B6%E0%A4%BF%E0%A4%B5%E0%A4%BE%E0%A4%9C%E0%A5%80?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>जयशिवाजी</b></a> <a href=""/hashtag/%E0%A4%B6%E0%A4%BF%E0%A4%B5%E0%A4%9C%E0%A4%AF%E0%A4%82%E0%A4%A4%E0%A5%80?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>शिवजयंती</b></a> Today is 389th Birth Anniversary of Great Brave Warrior King!Father of Gurella warfare (GanimiKava), Father of Indian Navy and greatest brave fighter warrior King of Hindavi Swarajya ! <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a>.<a href=""https://t.co/ThiR4A4mzQ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ThiR4A4mzQ</a>",Feb 18,
69,SLIET Longowal,"Shivaji Maharaj Jayanti is celebrated on  19th February every year in remembrance of birth anniversary of Great Maratha Ruler Chhatrapati Shivaji Maharaj. We invite you to visit this exhibition....
<a href=""/hashtag/ShivajiMaharajJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharajJayanti</b></a> 
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>
<a href=""/hashtag/Sliet?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Sliet</b></a> <a href=""/hashtag/India?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>India</b></a> <a href=""/hashtag/Slietian?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Slietian</b></a>'s<a href=""https://t.co/XDLCCF4CbT"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/XDLCCF4CbT</a><span class=""tweet-poi-geo-text""> – at <a href=""/search?q=place%3A07d9eaf718486001"" class=""js-nav u-textUserColorHover js-geo-pivot-link"" data-nav=""search"" data-place-id=""07d9eaf718486001"">St. Longowal Institute of Engineering and Technology</a></span>",Feb 18,
70,Tentaran.com,"Chhatrapati Shivaji Maharaj - The Greatest Warrior in History <a href=""https://t.co/PWtACTAMKq"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://bit.ly/2V6x8Hs"" class=""twitter-timeline-link"" target=""_blank"" title=""http://bit.ly/2V6x8Hs""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2V6x8Hs</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span></span></a>

<a href=""/hashtag/ShivaJi?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivaJi</b></a> <a href=""/hashtag/ChhatrapatiShivaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ChhatrapatiShivaji</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>  <a href=""/hashtag/Shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Shivjayanti</b></a> <a href=""/hashtag/Chatrapati?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Chatrapati</b></a>  <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>",Feb 18,
71,"प्राची सिंह चतुर्वेदी <span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","Follow the ideals of <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> and you'll never let your nation or your conscience down. <a href=""/hashtag/JaiBhavaniJaiShivaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>JaiBhavaniJaiShivaji</b></a>.<a href=""https://t.co/65ece2QbMe"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/65ece2QbMe</a>",18h,
72,Eye Ads Pvt. Ltd.,"A builder of a great empire of prosperity, peace and fame still inspires millions of us to build our nation with a great spirit!   

<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/iFP1O2958p"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/iFP1O2958p</a>",18h,
73,Ashish Vyavahare,"<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>,an icon of bravery &amp; nationalism,was a great warrior,known for his military &amp; civil administration prowess.On his Jayanti,we remember the life &amp; works of this great son of the soil and pay him our respectful <a href=""/hashtag/tribute?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>tribute</b></a>.<a href=""/hashtag/iconwarrior?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>iconwarrior</b></a> <a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a> <a href=""/hashtag/connectAV?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>connectAV</b></a><a href=""https://t.co/l7wUMBN6si"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/l7wUMBN6si</a>",20h,
74,Global Advertisers,"Tribute to the great maratha <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his Birth Anniversary. The bravest Indian warrior and administrator.

<a href=""/hashtag/GlobalAdvertisers?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>GlobalAdvertisers</b></a> <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a>  <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/SLkUIfbBfw"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/SLkUIfbBfw</a>",22h,
75,Shubhyatra Travels,"Today is 389th Birth Anniversary of Great Brave Warrior King! Father of Gurella warfare(GanimiKava), Father of Indian Navy and greatest brave fighter warrior King of Hindavi Swarajya! <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a>
 <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/XDFVhuGmcz"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/XDFVhuGmcz</a>",22h,
76,Pravati Parida,"The nation remembers the great warrior <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> ji on his Birth Anniversary. An epitome of courage, he was a classic example of standing up for nation at all odds &amp; bringing unity and sovereignty in diversified Indian society. <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/3mLoMLJtmc"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/3mLoMLJtmc</a>",22h,
77,Rakhi ks,"<a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a>
Jai bhavani <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands"">
Jai Shivaji <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post"">
Today is 389th Birth<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f382.png"" draggable=""false"" alt=""🎂"" title=""Birthday cake"" aria-label=""Emoji: Birthday cake""> Anniversary of Great Brave Warrior King <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/uyHSiA0Cxw"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/uyHSiA0Cxw</a>",23h,
